date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:20:47	10424/10424	---M-Z	200	added ('OK')	text/css	etag:%2228b8-581e211655980-gzip%22	https://w5.foxdsgn.com/whizz-html/assets/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/css/jquery.fancybox.min.css	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:48	17679/17679	---M-Z	200	added ('OK')	text/css	etag:%22450f-581e211655980-gzip%22	https://w5.foxdsgn.com/whizz-html/assets/css/swiper3.min.css	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/css/swiper3.min.css	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:49	813/813	---MCZ	200	added ('OK')	text/css	etag:W/%22433-581e211655980-gzip%22	https://w5.foxdsgn.com/whizz-html/assets/lib/css/admin-style.css	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/lib/css/admin-style.css	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:50	17336/17336	---M-Z	200	added ('OK')	text/css	etag:%2243b8-582e35624e980-gzip%22	https://w5.foxdsgn.com/whizz-html/assets/lib/css/lightgallery.min.css	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/lib/css/lightgallery.min.css	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:51	4726/4726	---M-Z	200	added ('OK')	text/css	etag:%221276-581e211655980-gzip%22	https://w5.foxdsgn.com/whizz-html/assets/lib/css/style.min.css	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/lib/css/style.min.css	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:52	41780/41780	---MCZ	200	added ('OK')	text/css	etag:W/%22def5-5836ec7022100-gzip%22	https://w5.foxdsgn.com/whizz-html/assets/css/custom.css	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/css/custom.css	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:53	388473/388473	---MCZ	200	added ('OK')	text/css	etag:W/%227681a-5b000442f6a80-gzip%22	https://w5.foxdsgn.com/whizz-html/assets/css/style.css	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/css/style.css	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:54	60550/60550	---M-Z	200	added ('OK')	text/css	etag:%22ec86-583d38ad36080-gzip%22	https://w5.foxdsgn.com/whizz-html/assets/css/admin-ajax.css?v=1	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/css/admin-ajax3860.css	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:55	7678/7678	---M--	200	added ('OK')	image/png	etag:%221dfe-581e211655980%22	https://w5.foxdsgn.com/whizz-html/assets/images/fx_favicon.png	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/images/fx_favicon.png	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:56	93834/93834	---M--	200	added ('OK')	image/jpeg	etag:%2216e8a-58232bff47d00%22	https://w5.foxdsgn.com/whizz-html/assets/images/stock-photo-189411801-1024x682.jpg	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/images/stock-photo-189411801-1024x682.jpg	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:58	88004/88004	---M--	200	added ('OK')	image/jpeg	etag:%22157c4-58232bff47d00%22	https://w5.foxdsgn.com/whizz-html/assets/images/stock-photo-123105215-1024x682.jpg	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/images/stock-photo-123105215-1024x682.jpg	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:20:59	84168/84168	---M--	200	added ('OK')	image/jpeg	etag:%22148c8-58232bff47d00%22	https://w5.foxdsgn.com/whizz-html/assets/images/stock-photo-138439815-1024x682.jpg	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/images/stock-photo-138439815-1024x682.jpg	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:01	76386/76386	---M--	200	added ('OK')	image/jpeg	etag:%2212a62-58232bff47d00%22	https://w5.foxdsgn.com/whizz-html/assets/images/stock-photo-159062461-e1509005459415-1024x670.jpg	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/images/stock-photo-159062461-e1509005459415-1024x670.jpg	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:02	40984/40984	---M--	200	added ('OK')	image/jpeg	etag:%22a018-58232bff47d00%22	https://w5.foxdsgn.com/whizz-html/assets/images/stock-photo-201395315-1024x682.jpg	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/assets/images/stock-photo-201395315-1024x682.jpg	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:03	28779/28779	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:05:58%20GMT	https://w5.foxdsgn.com/whizz-html/home-portfolio-with-left-filter.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-portfolio-with-left-filter.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:05	29005/29005	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:05:20%20GMT	https://w5.foxdsgn.com/whizz-html/home-portfolio.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-portfolio.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:06	17263/17263	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:00:32%20GMT	https://w5.foxdsgn.com/whizz-html/home-image.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-image.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:07	26031/26031	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:57:58%20GMT	https://w5.foxdsgn.com/whizz-html/home-full-gallery.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-full-gallery.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:07	27897/27897	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:56:46%20GMT	https://w5.foxdsgn.com/whizz-html/home-freelancer.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-freelancer.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:08	18171/18171	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:59:22%20GMT	https://w5.foxdsgn.com/whizz-html/home-full-video.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-full-video.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:10	20263/20263	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:54:46%20GMT	https://w5.foxdsgn.com/whizz-html/home-albums-with-animations-background.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-albums-with-animations-background.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:11	18990/18990	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:56:04%20GMT	https://w5.foxdsgn.com/whizz-html/home-flow-gallery.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-flow-gallery.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:12	29784/29784	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:12:20%20GMT	https://w5.foxdsgn.com/whizz-html/home-wedding.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-wedding.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:12	17194/17194	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2021:02:50%20GMT	https://w5.foxdsgn.com/whizz-html/individuals.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/individuals.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:12	16797/16797	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:58:32%20GMT	https://w5.foxdsgn.com/whizz-html/home-full-screen-youtube.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-full-screen-youtube.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:13	17278/17278	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:07:24%20GMT	https://w5.foxdsgn.com/whizz-html/home-slider-kenburns.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-slider-kenburns.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:14	18567/18567	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:13:14%20GMT	https://w5.foxdsgn.com/whizz-html/home-zoom-slider.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-zoom-slider.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:14	25436/25436	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2017:46:16%20GMT	https://w5.foxdsgn.com/whizz-html/albums-style-four.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/albums-style-four.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:15	25776/25776	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:11:08%20GMT	https://w5.foxdsgn.com/whizz-html/home-video-portfolio.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-video-portfolio.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:16	19206/19206	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:08:08%20GMT	https://w5.foxdsgn.com/whizz-html/home-split-slider.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-split-slider.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:17	23713/23713	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:55:32%20GMT	https://w5.foxdsgn.com/whizz-html/home-classic-grid.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-classic-grid.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:17	30307/30307	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2017:44:12%20GMT	https://w5.foxdsgn.com/whizz-html/albums-style-five.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/albums-style-five.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:17	20640/20640	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2017:48:56%20GMT	https://w5.foxdsgn.com/whizz-html/albums-style-six.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/albums-style-six.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:19	18449/18449	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2017:18:26%20GMT	https://w5.foxdsgn.com/whizz-html/albums-slider-info.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/albums-slider-info.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:19	18983/18983	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:10:22%20GMT	https://w5.foxdsgn.com/whizz-html/home-vertical-slider.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-vertical-slider.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:19	20646/20646	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:06:50%20GMT	https://w5.foxdsgn.com/whizz-html/home-showcase.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-showcase.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:21	20038/20038	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:03:34%20GMT	https://w5.foxdsgn.com/whizz-html/home-landing-split.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-landing-split.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:21	18542/18542	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:53:32%20GMT	https://w5.foxdsgn.com/whizz-html/home-albums-swiper.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-albums-swiper.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:21	17602/17602	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:35:58%20GMT	https://w5.foxdsgn.com/whizz-html/slider-transition.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/slider-transition.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:21	18092/18092	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:02:42%20GMT	https://w5.foxdsgn.com/whizz-html/home-kenburn.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-kenburn.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:22	21264/21264	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:09:34%20GMT	https://w5.foxdsgn.com/whizz-html/home-tile-masonry.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-tile-masonry.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:22	19677/19677	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2017:43:14%20GMT	https://w5.foxdsgn.com/whizz-html/albums-style-eight.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/albums-style-eight.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:23	31600/31600	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:01:06%20GMT	https://w5.foxdsgn.com/whizz-html/home-instagrammer.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-instagrammer.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:23	18535/18535	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:02:08%20GMT	https://w5.foxdsgn.com/whizz-html/home-interactive-links.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-interactive-links.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:24	19499/19499	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:37:46%20GMT	https://w5.foxdsgn.com/whizz-html/split-portfolio.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/split-portfolio.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:24	28092/28092	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:52:32%20GMT	https://w5.foxdsgn.com/whizz-html/home-agency.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-agency.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:24	23770/23770	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2017:47:26%20GMT	https://w5.foxdsgn.com/whizz-html/albums-style-one.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/albums-style-one.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:26	28860/28860	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2017:51:24%20GMT	https://w5.foxdsgn.com/whizz-html/albums-style-two.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/albums-style-two.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:26	25282/25282	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2017:49:44%20GMT	https://w5.foxdsgn.com/whizz-html/albums-style-three.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/albums-style-three.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:27	23943/23943	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:17:48%20GMT	https://w5.foxdsgn.com/whizz-html/lifestyle.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/lifestyle.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:27	22611/22611	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:49:42%20GMT	https://w5.foxdsgn.com/whizz-html/gray-shades.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/gray-shades.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:28	20123/20123	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:29:04%20GMT	https://w5.foxdsgn.com/whizz-html/portfolio-single-image.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/portfolio-single-image.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:29	27608/27608	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:48:46%20GMT	https://w5.foxdsgn.com/whizz-html/full-width-gallery.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/full-width-gallery.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:29	27197/27197	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:27:10%20GMT	https://w5.foxdsgn.com/whizz-html/pinterest-portfolio.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/pinterest-portfolio.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:30	23462/23462	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:39:54%20GMT	https://w5.foxdsgn.com/whizz-html/freedom.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/freedom.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:30	21661/21661	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:29:44%20GMT	https://w5.foxdsgn.com/whizz-html/portfolio-single-images.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/portfolio-single-images.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:30	17799/17799	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:08:50%20GMT	https://w5.foxdsgn.com/whizz-html/home-splitted-slider.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-splitted-slider.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:31	23461/23461	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:20:08%20GMT	https://w5.foxdsgn.com/whizz-html/night-life.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/night-life.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:32	25867/25867	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:28:06%20GMT	https://w5.foxdsgn.com/whizz-html/portfolio-single-gallery.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/portfolio-single-gallery.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:33	25457/25457	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:04:18%20GMT	https://w5.foxdsgn.com/whizz-html/home-minimal-gallery.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/home-minimal-gallery.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:33	21946/21946	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:19:16%20GMT	https://w5.foxdsgn.com/whizz-html/mountain.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/mountain.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:34	23237/23237	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2016:40:12%20GMT	https://w5.foxdsgn.com/whizz-html/portfolio-single-animated.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/portfolio-single-animated.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:34	22110/22110	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:21:18%20GMT	https://w5.foxdsgn.com/whizz-html/other-view.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/other-view.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:34	20327/20327	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:30:20%20GMT	https://w5.foxdsgn.com/whizz-html/portfolio-single-video.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/portfolio-single-video.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:34	19386/19386	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:06:18%20GMT	https://w5.foxdsgn.com/whizz-html/anna-grand.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/anna-grand.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:35	25453/25453	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2019:13:54%20GMT	https://w5.foxdsgn.com/whizz-html/impressure.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/impressure.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:35	26052/26052	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:07:56%20GMT	https://w5.foxdsgn.com/whizz-html/blog.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/blog.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:35	21709/21709	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:17:44%20GMT	https://w5.foxdsgn.com/whizz-html/blog-style-two.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/blog-style-two.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:36	23689/23689	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:16:56%20GMT	https://w5.foxdsgn.com/whizz-html/blog-style-three.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/blog-style-three.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
21:21:36	21141/21141	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202019%2018:09:12%20GMT	https://w5.foxdsgn.com/whizz-html/blog-style-four.html	C:/My%20Web%20Sites/code%20ca%20nhan%202/w5.foxdsgn.com/whizz-html/blog-style-four.html	(from https://w5.foxdsgn.com/whizz-html/index.html)
